user_id,session_id,message,timestamp,additional_info
1,session2,The weather is wonderful.,2023-02-06 00:30:00,Additional info here
1,session2,We had a face to face meeting which was better than Face-time meeting but it has to happen more often.,2023-02-06 00:32:00,Additional info here
1,session2,"It's okay, nothing special.",2023-02-06 00:34:00,Additional info here
1,session2,Engineers who are responsible for maintenance are not satisfied with existing SLA. It has to be changed to make quick problem solving.,2023-02-06 00:36:00,Additional info here
1,session2,The shipment is done as planned.,2023-02-06 00:38:00,Additional info here
1,session2,Nice.,2023-02-06 00:40:00,Additional info here
1,session2,"Let's take a long walk along the beach, it is sunny and nice weather.",2023-02-06 00:42:00,Additional info here
1,session2,The weather is wonderful.,2023-02-06 00:44:00,Additional info here
1,session2,We had a face to face meeting which was better than Face-time meeting but it has to happen more often.,2023-02-06 00:46:00,Additional info here
1,session2,Prices would be helpful.,2023-02-06 00:48:00,Additional info here
1,session3,That last part was a bit confusing.,2023-03-14 00:00:00,Additional info here
1,session3,Do you have the explanation on these subjects?,2023-03-14 00:02:00,Additional info here
1,session3,"Am I the only one who thinks this seems off? The fact that the quote 'All things are possible with God,' was shortened to 'all things are possible,' just doesn’t sit right with me.",2023-03-14 00:04:00,Additional info here
1,session3,We had a face to face meeting which was better than Face-time meeting but it has to happen more often.,2023-03-14 00:06:00,Additional info here
1,session3,Delivery was good and the customer support works decently.,2023-03-14 00:08:00,Additional info here
1,session3,I am happy that I received what I ordered in time.,2023-03-14 00:10:00,Additional info here
1,session3,"The presentation was okay, as expected.",2023-03-14 00:12:00,Additional info here
1,session3,"The implementation project is delayed, which puts us in a weak position compared to our competitors.",2023-03-14 00:14:00,Additional info here
1,session3,"At first, I was like 'hmm what could they share about her story to make it a whole film?' But the trailer humbled me.",2023-03-14 00:16:00,Additional info here
1,session3,FINALLY a movie featuring the TRUE meaning of Merry Christmas!!🌷🙏✝️,2023-03-14 00:18:00,Additional info here
1,session3,I'm so happy with the results!,2023-03-14 00:20:00,Additional info here
1,session3,This made my day!,2023-03-14 00:22:00,Additional info here
1,session3,FINALLY a movie featuring the TRUE meaning of Merry Christmas!!🌷🙏✝️,2023-03-14 00:24:00,Additional info here
1,session3,I can't believe how bad this turned out.,2023-03-14 00:26:00,Additional info here
1,session3,"The flight was too long, but the service was good.",2023-03-14 00:28:00,Additional info here
1,session3,People working in the shop could act more customer friendly.,2023-03-14 00:30:00,Additional info here
1,session3,Wow the actress playing Mary is breathtakingly beautiful!,2023-03-14 00:32:00,Additional info here
1,session3,This is the worst experience I've ever had.,2023-03-14 00:34:00,Additional info here
1,session3,Ready for Full BOOM BAAM.,2023-03-14 00:36:00,Additional info here
1,session3,The actress is really pretty.,2023-03-14 00:38:00,Additional info here
1,session3,Number of support engineers should be increased.,2023-03-14 00:40:00,Additional info here
1,session3,This made my day!,2023-03-14 00:42:00,Additional info here
1,session3,"Am I the only one who thinks this seems off? The fact that the quote 'All things are possible with God,' was shortened to 'all things are possible,' just doesn’t sit right with me.",2023-03-14 00:44:00,Additional info here
1,session3,I feel so frustrated right now.,2023-03-14 00:46:00,Additional info here
1,session3,The actress is really pretty.,2023-03-14 00:48:00,Additional info here
1,session4,"The presentation was okay, as expected.",2023-04-19 00:00:00,Additional info here
1,session4,"Let's take a long walk along the beach, it is sunny and nice weather.",2023-04-19 00:02:00,Additional info here
1,session4,This is the worst experience I've ever had.,2023-04-19 00:04:00,Additional info here
1,session4,"Installation of equipment performed as planned, however many errors have happened.",2023-04-19 00:06:00,Additional info here
1,session4,The weather is wonderful.,2023-04-19 00:08:00,Additional info here
1,session4,The software version has to be upgraded to include more sophisticated features.,2023-04-19 00:10:00,Additional info here
1,session4,Prices would be helpful.,2023-04-19 00:12:00,Additional info here
1,session4,Is everything fine?,2023-04-19 00:14:00,Additional info here
1,session4,The shipment is done as planned.,2023-04-19 00:16:00,Additional info here
1,session4,"Wow, just amazing work!",2023-04-19 00:18:00,Additional info here
1,session4,"Let's take a long walk along the beach, it is sunny and nice weather.",2023-04-19 00:20:00,Additional info here
1,session4,People working in the shop could act more customer friendly.,2023-04-19 00:22:00,Additional info here
1,session4,Do you have the explanation on these subjects?,2023-04-19 00:24:00,Additional info here
1,session4,The safest way of not being very miserable is not to expect to be very happy.,2023-04-19 00:26:00,Additional info here
1,session4,Finally Varun take acting seriously..,2023-04-19 00:28:00,Additional info here
1,session4,"Let's take a long walk along the beach, it is sunny and nice weather.",2023-04-19 00:30:00,Additional info here
1,session4,Troubleshooting has to be improved. Last week the response for hot TR’s was slow.,2023-04-19 00:32:00,Additional info here
1,session4,I absolutely love this.,2023-04-19 00:34:00,Additional info here
1,session4,Is everything fine?,2023-04-19 00:36:00,Additional info here
1,session4,I absolutely love this.,2023-04-19 00:38:00,Additional info here
1,session4,"Hail Mary, full of grace, the Lord is with thee; blessed art thou among women and blessed is the fruit of thy womb, Jesus. Holy Mary, Mother of God, pray for us sinners, now and at the hour of our death. Amen.",2023-04-19 00:40:00,Additional info here
1,session4,Be at peace with yourself . Love yourself and others . Inner peace ! Inner peace !,2023-04-19 00:42:00,Additional info here
1,session4,"Hail Mary, full of grace, the Lord is with thee; blessed art thou among women and blessed is the fruit of thy womb, Jesus. Holy Mary, Mother of God, pray for us sinners, now and at the hour of our death. Amen.",2023-04-19 00:44:00,Additional info here
1,session4,I feel so frustrated right now.,2023-04-19 00:46:00,Additional info here
1,session4,Why are you upset with Siri? 😂🙈,2023-04-19 00:48:00,Additional info here
1,session5,The actress is really pretty.,2023-05-25 00:00:00,Additional info here
1,session5,This is the worst experience I've ever had.,2023-05-25 00:02:00,Additional info here
1,session5,"The presentation was okay, as expected.",2023-05-25 00:04:00,Additional info here
1,session5,"It was raining the whole day, it was really boring!",2023-05-25 00:06:00,Additional info here
1,session5,Finally Varun take acting seriously..,2023-05-25 00:08:00,Additional info here
1,session5,People working in the shop could act more customer friendly.,2023-05-25 00:10:00,Additional info here
1,session5,Be at peace with yourself . Love yourself and others . Inner peace ! Inner peace !,2023-05-25 00:12:00,Additional info here
1,session5,"The implementation project is delayed, which puts us in a weak position compared to our competitors.",2023-05-25 00:14:00,Additional info here
1,session5,The shipment is done as planned.,2023-05-25 00:16:00,Additional info here
1,session5,Do you have the explanation on these subjects?,2023-05-25 00:18:00,Additional info here
1,session5,"Am I the only one who thinks this seems off? The fact that the quote 'All things are possible with God,' was shortened to 'all things are possible,' just doesn’t sit right with me.",2023-05-25 00:20:00,Additional info here
1,session5,The safest way of not being very miserable is not to expect to be very happy.,2023-05-25 00:22:00,Additional info here
1,session5,Can you please inform me about this as soon as possible?,2023-05-25 00:24:00,Additional info here
1,session5,I'm so happy with the results!,2023-05-25 00:26:00,Additional info here
1,session5,Can you please inform me about this as soon as possible?,2023-05-25 00:28:00,Additional info here
1,session5,This is the worst experience I've ever had.,2023-05-25 00:30:00,Additional info here
1,session5,I feel so frustrated right now.,2023-05-25 00:32:00,Additional info here
1,session5,Do you have the explanation on these subjects?,2023-05-25 00:34:00,Additional info here
1,session5,Why are you upset with Siri? 😂🙈,2023-05-25 00:36:00,Additional info here
1,session5,Looks wonderful. The only question now is... how will Netflix screw it up?,2023-05-25 00:38:00,Additional info here
1,session5,The shipment is done as planned.,2023-05-25 00:40:00,Additional info here
1,session5,Ready for Full BOOM BAAM.,2023-05-25 00:42:00,Additional info here
1,session5,"Let's take a long walk along the beach, it is sunny and nice weather.",2023-05-25 00:44:00,Additional info here
1,session5,Delivery was good and the customer support works decently.,2023-05-25 00:46:00,Additional info here
1,session5,Merry Christmas 😨,2023-05-25 00:48:00,Additional info here
1,session6,Reading Schopenhauer is truly one of life’s joys because it reflects so honestly about life’s pain. One of the great intellects in history!,2023-06-30 00:00:00,Additional info here
1,session6,"The presentation was okay, as expected.",2023-06-30 00:02:00,Additional info here
1,session6,"Am I the only one who thinks this seems off? The fact that the quote 'All things are possible with God,' was shortened to 'all things are possible,' just doesn’t sit right with me.",2023-06-30 00:04:00,Additional info here
1,session6,That last part was a bit confusing.,2023-06-30 00:06:00,Additional info here
1,session6,What a pleasant surprise!,2023-06-30 00:08:00,Additional info here
1,session6,Why are you upset with Siri? 😂🙈,2023-06-30 00:10:00,Additional info here
1,session6,This product is disappointing.,2023-06-30 00:12:00,Additional info here
1,session6,The software version has to be upgraded to include more sophisticated features.,2023-06-30 00:14:00,Additional info here
1,session6,"Wow, just amazing work!",2023-06-30 00:16:00,Additional info here
1,session6,The shipment is done as planned.,2023-06-30 00:18:00,Additional info here
1,session6,This is the worst experience I've ever had.,2023-06-30 00:20:00,Additional info here
1,session6,The weather is wonderful.,2023-06-30 00:22:00,Additional info here
1,session6,This is the worst experience I've ever had.,2023-06-30 00:24:00,Additional info here
1,session6,This product is disappointing.,2023-06-30 00:26:00,Additional info here
1,session6,Troubleshooting has to be improved. Last week the response for hot TR’s was slow.,2023-06-30 00:28:00,Additional info here
1,session6,"Let's take a long walk along the beach, it is sunny and nice weather.",2023-06-30 00:30:00,Additional info here
1,session6,"The product portfolio looks good, excited to see a presentation of the portfolio.",2023-06-30 00:32:00,Additional info here
1,session6,Finally Varun take acting seriously..,2023-06-30 00:34:00,Additional info here
1,session6,"Let's take a long walk along the beach, it is sunny and nice weather.",2023-06-30 00:36:00,Additional info here
1,session6,I feel so frustrated right now.,2023-06-30 00:38:00,Additional info here
1,session6,Be at peace with yourself . Love yourself and others . Inner peace ! Inner peace !,2023-06-30 00:40:00,Additional info here
1,session6,"Thank you very much, your summary is brilliant.",2023-06-30 00:42:00,Additional info here
1,session6,I can't believe how bad this turned out.,2023-06-30 00:44:00,Additional info here
1,session6,I feel so frustrated right now.,2023-06-30 00:46:00,Additional info here
1,session6,"Am I the only one who thinks this seems off? The fact that the quote 'All things are possible with God,' was shortened to 'all things are possible,' just doesn’t sit right with me.",2023-06-30 00:48:00,Additional info here
1,session7,This is the worst experience I've ever had.,2023-08-05 00:00:00,Additional info here
1,session7,The weather is wonderful.,2023-08-05 00:02:00,Additional info here
1,session7,This is the kind of movie we need for Christmas.,2023-08-05 00:04:00,Additional info here
1,session7,"Installation of equipment performed as planned, however many errors have happened.",2023-08-05 00:06:00,Additional info here
1,session7,I'm so happy with the results!,2023-08-05 00:08:00,Additional info here
1,session7,Merry Christmas 😨,2023-08-05 00:10:00,Additional info here
1,session7,Delivery was good and the customer support works decently.,2023-08-05 00:12:00,Additional info here
1,session7,Sorry didn’t see them.,2023-08-05 00:14:00,Additional info here
1,session7,Ready for Full BOOM BAAM.,2023-08-05 00:16:00,Additional info here
1,session7,This is the worst experience I've ever had.,2023-08-05 00:18:00,Additional info here
1,session7,This product is disappointing.,2023-08-05 00:20:00,Additional info here
1,session7,This is the kind of movie we need for Christmas.,2023-08-05 00:22:00,Additional info here
1,session7,"Thank you very much, your summary is brilliant.",2023-08-05 00:24:00,Additional info here
1,session7,The safest way of not being very miserable is not to expect to be very happy.,2023-08-05 00:26:00,Additional info here
1,session7,That last part was a bit confusing.,2023-08-05 00:28:00,Additional info here
1,session7,"Installation of equipment performed as planned, however many errors have happened.",2023-08-05 00:30:00,Additional info here
1,session7,People working in the shop could act more customer friendly.,2023-08-05 00:32:00,Additional info here
1,session7,Finally Varun take acting seriously..,2023-08-05 00:34:00,Additional info here
1,session7,"The flight was too long, but the service was good.",2023-08-05 00:36:00,Additional info here
1,session7,This made my day!,2023-08-05 00:38:00,Additional info here
1,session7,The shipment is done as planned.,2023-08-05 00:40:00,Additional info here
1,session7,Ready for Full BOOM BAAM.,2023-08-05 00:42:00,Additional info here
1,session7,The weather is wonderful.,2023-08-05 00:44:00,Additional info here
1,session7,This is the worst experience I've ever had.,2023-08-05 00:46:00,Additional info here
1,session7,This made my day!,2023-08-05 00:48:00,Additional info here
1,session8,"It's okay, nothing special.",2023-09-10 00:00:00,Additional info here
1,session8,This is the kind of movie we need for Christmas.,2023-09-10 00:02:00,Additional info here
1,session8,"Hail Mary, full of grace, the Lord is with thee; blessed art thou among women and blessed is the fruit of thy womb, Jesus. Holy Mary, Mother of God, pray for us sinners, now and at the hour of our death. Amen.",2023-09-10 00:04:00,Additional info here
1,session8,Delivery was good and the customer support works decently.,2023-09-10 00:06:00,Additional info here
1,session8,Ready for Full BOOM BAAM.,2023-09-10 00:08:00,Additional info here
1,session8,Is everything fine?,2023-09-10 00:10:00,Additional info here
1,session8,The weather is wonderful.,2023-09-10 00:12:00,Additional info here
1,session8,Finally Varun take acting seriously..,2023-09-10 00:14:00,Additional info here
1,session8,I can't believe how bad this turned out.,2023-09-10 00:16:00,Additional info here
1,session8,People working in the shop could act more customer friendly.,2023-09-10 00:18:00,Additional info here
1,session8,I can't believe how bad this turned out.,2023-09-10 00:20:00,Additional info here
1,session8,Why are you upset with Siri? 😂🙈,2023-09-10 00:22:00,Additional info here
1,session8,The software version has to be upgraded to include more sophisticated features.,2023-09-10 00:24:00,Additional info here
1,session8,Merry Christmas 😨,2023-09-10 00:26:00,Additional info here
1,session8,"I live in South Africa, where can I buy your gadgets?",2023-09-10 00:28:00,Additional info here
1,session8,"It's okay, nothing special.",2023-09-10 00:30:00,Additional info here
1,session8,I'm so happy with the results!,2023-09-10 00:32:00,Additional info here
1,session8,Do you have the explanation on these subjects?,2023-09-10 00:34:00,Additional info here
1,session8,"The presentation was okay, as expected.",2023-09-10 00:36:00,Additional info here
1,session8,People working in the shop could act more customer friendly.,2023-09-10 00:38:00,Additional info here
1,session8,"The presentation was okay, as expected.",2023-09-10 00:40:00,Additional info here
1,session8,That last part was a bit confusing.,2023-09-10 00:42:00,Additional info here
1,session8,Number of support engineers should be increased.,2023-09-10 00:44:00,Additional info here
1,session8,"Thank you very much, your summary is brilliant.",2023-09-10 00:46:00,Additional info here
1,session8,Can you please inform me about this as soon as possible?,2023-09-10 00:48:00,Additional info here
1,session9,Be at peace with yourself . Love yourself and others . Inner peace ! Inner peace !,2023-10-16 00:00:00,Additional info here
1,session9,We had a face to face meeting which was better than Face-time meeting but it has to happen more often.,2023-10-16 00:02:00,Additional info here
1,session9,I absolutely love this.,2023-10-16 00:04:00,Additional info here
1,session9,"Wow, just amazing work!",2023-10-16 00:06:00,Additional info here
1,session9,Troubleshooting has to be improved. Last week the response for hot TR’s was slow.,2023-10-16 00:08:00,Additional info here
1,session9,The weather is wonderful.,2023-10-16 00:10:00,Additional info here
1,session9,I absolutely love this.,2023-10-16 00:12:00,Additional info here
1,session9,Number of support engineers should be increased.,2023-10-16 00:14:00,Additional info here
1,session9,FINALLY a movie featuring the TRUE meaning of Merry Christmas!!🌷🙏✝️,2023-10-16 00:16:00,Additional info here
1,session9,"The presentation was okay, as expected.",2023-10-16 00:18:00,Additional info here
1,session9,"Installation of equipment performed as planned, however many errors have happened.",2023-10-16 00:20:00,Additional info here
1,session9,"Let's take a long walk along the beach, it is sunny and nice weather.",2023-10-16 00:22:00,Additional info here
1,session9,"It's okay, nothing special.",2023-10-16 00:24:00,Additional info here
1,session9,The shipment is done as planned.,2023-10-16 00:26:00,Additional info here
1,session9,"Hail Mary, full of grace, the Lord is with thee; blessed art thou among women and blessed is the fruit of thy womb, Jesus. Holy Mary, Mother of God, pray for us sinners, now and at the hour of our death. Amen.",2023-10-16 00:28:00,Additional info here
1,session9,That last part was a bit confusing.,2023-10-16 00:30:00,Additional info here
1,session9,"Am I the only one who thinks this seems off? The fact that the quote 'All things are possible with God,' was shortened to 'all things are possible,' just doesn’t sit right with me.",2023-10-16 00:32:00,Additional info here
1,session9,My order is delayed and it makes me disappointed.,2023-10-16 00:34:00,Additional info here
1,session9,This made my day!,2023-10-16 00:36:00,Additional info here
1,session9,The safest way of not being very miserable is not to expect to be very happy.,2023-10-16 00:38:00,Additional info here
1,session9,"The product portfolio looks good, excited to see a presentation of the portfolio.",2023-10-16 00:40:00,Additional info here
1,session9,"At first, I was like 'hmm what could they share about her story to make it a whole film?' But the trailer humbled me.",2023-10-16 00:42:00,Additional info here
1,session9,Do you have the explanation on these subjects?,2023-10-16 00:44:00,Additional info here
1,session9,Do you have the explanation on these subjects?,2023-10-16 00:46:00,Additional info here
1,session9,Finally Varun take acting seriously..,2023-10-16 00:48:00,Additional info here
1,session10,I absolutely love this.,2023-11-21 00:00:00,Additional info here
1,session10,Why are you upset with Siri? 😂🙈,2023-11-21 00:02:00,Additional info here
1,session10,FINALLY a movie featuring the TRUE meaning of Merry Christmas!!🌷🙏✝️,2023-11-21 00:04:00,Additional info here
1,session10,Prices would be helpful.,2023-11-21 00:06:00,Additional info here
1,session10,The weather is wonderful.,2023-11-21 00:08:00,Additional info here
1,session10,"Hail Mary, full of grace, the Lord is with thee; blessed art thou among women and blessed is the fruit of thy womb, Jesus. Holy Mary, Mother of God, pray for us sinners, now and at the hour of our death. Amen.",2023-11-21 00:10:00,Additional info here
1,session10,"Wow, just amazing work!",2023-11-21 00:12:00,Additional info here
1,session10,"Am I the only one who thinks this seems off? The fact that the quote 'All things are possible with God,' was shortened to 'all things are possible,' just doesn’t sit right with me.",2023-11-21 00:14:00,Additional info here
1,session10,Engineers who are responsible for maintenance are not satisfied with existing SLA. It has to be changed to make quick problem solving.,2023-11-21 00:16:00,Additional info here
1,session10,Why are you upset with Siri? 😂🙈,2023-11-21 00:18:00,Additional info here
1,session10,"Am I the only one who thinks this seems off? The fact that the quote 'All things are possible with God,' was shortened to 'all things are possible,' just doesn’t sit right with me.",2023-11-21 00:20:00,Additional info here
1,session10,"Am I the only one who thinks this seems off? The fact that the quote 'All things are possible with God,' was shortened to 'all things are possible,' just doesn’t sit right with me.",2023-11-21 00:22:00,Additional info here
1,session10,My order is delayed and it makes me disappointed.,2023-11-21 00:24:00,Additional info here
1,session10,The shipment is done as planned.,2023-11-21 00:26:00,Additional info here
1,session10,"The presentation was okay, as expected.",2023-11-21 00:28:00,Additional info here
1,session10,Why are you upset with Siri? 😂🙈,2023-11-21 00:30:00,Additional info here
1,session10,Do you have the explanation on these subjects?,2023-11-21 00:32:00,Additional info here
1,session10,I can't believe how bad this turned out.,2023-11-21 00:34:00,Additional info here
1,session10,Finally Varun take acting seriously..,2023-11-21 00:36:00,Additional info here
1,session10,"Am I the only one who thinks this seems off? The fact that the quote 'All things are possible with God,' was shortened to 'all things are possible,' just doesn’t sit right with me.",2023-11-21 00:38:00,Additional info here
1,session10,"Thank you very much, your summary is brilliant.",2023-11-21 00:40:00,Additional info here
1,session10,"Wow, just amazing work!",2023-11-21 00:42:00,Additional info here
1,session10,We had a face to face meeting which was better than Face-time meeting but it has to happen more often.,2023-11-21 00:44:00,Additional info here
1,session10,FINALLY a movie featuring the TRUE meaning of Merry Christmas!!🌷🙏✝️,2023-11-21 00:46:00,Additional info here
1,session10,Finally Varun take acting seriously..,2023-11-21 00:48:00,Additional info here
1,session11,The safest way of not being very miserable is not to expect to be very happy.,2023-12-27 00:00:00,Additional info here
1,session11,"I live in South Africa, where can I buy your gadgets?",2023-12-27 00:02:00,Additional info here
1,session11,I feel so frustrated right now.,2023-12-27 00:04:00,Additional info here
1,session11,Be at peace with yourself . Love yourself and others . Inner peace ! Inner peace !,2023-12-27 00:06:00,Additional info here
1,session11,I am happy that I received what I ordered in time.,2023-12-27 00:08:00,Additional info here
1,session11,Do you have the explanation on these subjects?,2023-12-27 00:10:00,Additional info here
1,session11,Can you please inform me about this as soon as possible?,2023-12-27 00:12:00,Additional info here
1,session11,The software version has to be upgraded to include more sophisticated features.,2023-12-27 00:14:00,Additional info here
1,session11,"The presentation was okay, as expected.",2023-12-27 00:16:00,Additional info here
1,session11,"The product portfolio looks good, excited to see a presentation of the portfolio.",2023-12-27 00:18:00,Additional info here
1,session11,The safest way of not being very miserable is not to expect to be very happy.,2023-12-27 00:20:00,Additional info here
1,session11,I absolutely love this.,2023-12-27 00:22:00,Additional info here
1,session11,This made my day!,2023-12-27 00:24:00,Additional info here
1,session11,Can you please inform me about this as soon as possible?,2023-12-27 00:26:00,Additional info here
1,session11,Looks wonderful. The only question now is... how will Netflix screw it up?,2023-12-27 00:28:00,Additional info here
1,session11,People working in the shop could act more customer friendly.,2023-12-27 00:30:00,Additional info here
1,session11,I'm so happy with the results!,2023-12-27 00:32:00,Additional info here
1,session11,Looks wonderful. The only question now is... how will Netflix screw it up?,2023-12-27 00:34:00,Additional info here
1,session11,My order is delayed and it makes me disappointed.,2023-12-27 00:36:00,Additional info here
1,session11,"The flight was too long, but the service was good.",2023-12-27 00:38:00,Additional info here
1,session11,Number of support engineers should be increased.,2023-12-27 00:40:00,Additional info here
1,session11,"The flight was too long, but the service was good.",2023-12-27 00:42:00,Additional info here
1,session11,That last part was a bit confusing.,2023-12-27 00:44:00,Additional info here
1,session11,We had a face to face meeting which was better than Face-time meeting but it has to happen more often.,2023-12-27 00:46:00,Additional info here
1,session11,I'm so happy with the results!,2023-12-27 00:48:00,Additional info here
1,session12,I feel so frustrated right now.,2024-02-01 00:00:00,Additional info here
1,session12,Looks wonderful. The only question now is... how will Netflix screw it up?,2024-02-01 00:02:00,Additional info here
1,session12,Wow the actress playing Mary is breathtakingly beautiful!,2024-02-01 00:04:00,Additional info here
1,session12,I'm so happy with the results!,2024-02-01 00:06:00,Additional info here
1,session12,"The presentation was okay, as expected.",2024-02-01 00:08:00,Additional info here
1,session12,Wow the actress playing Mary is breathtakingly beautiful!,2024-02-01 00:10:00,Additional info here
1,session12,Sorry didn’t see them.,2024-02-01 00:12:00,Additional info here
1,session12,"The implementation project is delayed, which puts us in a weak position compared to our competitors.",2024-02-01 00:14:00,Additional info here
1,session12,"Installation of equipment performed as planned, however many errors have happened.",2024-02-01 00:16:00,Additional info here
1,session12,I feel so frustrated right now.,2024-02-01 00:18:00,Additional info here
1,session12,"Wow, just amazing work!",2024-02-01 00:20:00,Additional info here
1,session12,"I live in South Africa, where can I buy your gadgets?",2024-02-01 00:22:00,Additional info here
1,session12,"The flight was too long, but the service was good.",2024-02-01 00:24:00,Additional info here
1,session12,The safest way of not being very miserable is not to expect to be very happy.,2024-02-01 00:26:00,Additional info here
1,session12,"Let's take a long walk along the beach, it is sunny and nice weather.",2024-02-01 00:28:00,Additional info here
1,session12,The safest way of not being very miserable is not to expect to be very happy.,2024-02-01 00:30:00,Additional info here
1,session12,Merry Christmas 😨,2024-02-01 00:32:00,Additional info here
1,session12,"It's okay, nothing special.",2024-02-01 00:34:00,Additional info here
1,session12,Wow the actress playing Mary is breathtakingly beautiful!,2024-02-01 00:36:00,Additional info here
1,session12,"Hail Mary, full of grace, the Lord is with thee; blessed art thou among women and blessed is the fruit of thy womb, Jesus. Holy Mary, Mother of God, pray for us sinners, now and at the hour of our death. Amen.",2024-02-01 00:38:00,Additional info here
1,session12,Nice.,2024-02-01 00:40:00,Additional info here
1,session12,Be at peace with yourself . Love yourself and others . Inner peace ! Inner peace !,2024-02-01 00:42:00,Additional info here
1,session12,"It was raining the whole day, it was really boring!",2024-02-01 00:44:00,Additional info here
1,session12,Sorry didn’t see them.,2024-02-01 00:46:00,Additional info here
1,session12,"At first, I was like 'hmm what could they share about her story to make it a whole film?' But the trailer humbled me.",2024-02-01 00:48:00,Additional info here
1,session13,Ready for Full BOOM BAAM.,2024-03-08 00:00:00,Additional info here
1,session13,"Am I the only one who thinks this seems off? The fact that the quote 'All things are possible with God,' was shortened to 'all things are possible,' just doesn’t sit right with me.",2024-03-08 00:02:00,Additional info here
1,session13,This product is disappointing.,2024-03-08 00:04:00,Additional info here
1,session13,"Hail Mary, full of grace, the Lord is with thee; blessed art thou among women and blessed is the fruit of thy womb, Jesus. Holy Mary, Mother of God, pray for us sinners, now and at the hour of our death. Amen.",2024-03-08 00:06:00,Additional info here
1,session13,Finally Varun take acting seriously..,2024-03-08 00:08:00,Additional info here
1,session13,I'm so happy with the results!,2024-03-08 00:10:00,Additional info here
1,session13,FINALLY a movie featuring the TRUE meaning of Merry Christmas!!🌷🙏✝️,2024-03-08 00:12:00,Additional info here
1,session13,The weather is wonderful.,2024-03-08 00:14:00,Additional info here
1,session13,"At first, I was like 'hmm what could they share about her story to make it a whole film?' But the trailer humbled me.",2024-03-08 00:16:00,Additional info here
1,session13,The software version has to be upgraded to include more sophisticated features.,2024-03-08 00:18:00,Additional info here
1,session13,"Thank you very much, your summary is brilliant.",2024-03-08 00:20:00,Additional info here
